customer_id,trans_date,tran_amount,response,month,month_name,month_year,cohort,tx_month,cohort_index
CS1478,2012-11-15,96,0,11,November,2012-11,2011-05,2012-11,18
CS5123,2013-08-09,104,0,8,August,2013-08,2011-11,2013-08,21
CS2292,2014-11-05,75,1,11,November,2014-11,2011-05,2014-11,42
CS4500,2011-07-12,90,0,7,July,2011-07,2011-06,2011-07,1
CS2163,2012-01-05,80,1,1,January,2012-01,2012-01,2012-01,0
CS4461,2014-11-10,42,0,11,November,2014-11,2011-05,2014-11,42
CS5343,2013-07-08,45,0,7,July,2013-07,2011-07,2013-07,24
CS3482,2013-05-08,39,0,5,May,2013-05,2011-09,2013-05,20
CS2408,2014-11-16,84,0,11,November,2014-11,2011-06,2014-11,41
CS1458,2012-06-15,87,0,6,June,2012-06,2011-08,2012-06,10
CS1661,2013-09-01,65,1,9,September,2013-09,2011-06,2013-09,27
CS2897,2015-02-17,62,0,2,February,2015-02,2011-05,2015-02,45
CS6040,2015-01-19,56,0,1,January,2015-01,2012-01,2015-01,36
CS3125,2012-07-07,101,0,7,July,2012-07,2011-06,2012-07,13
CS1654,2012-12-15,54,0,12,December,2012-12,2011-09,2012-12,15
CS3770,2011-07-29,58,0,7,July,2011-07,2011-05,2011-07,2
CS4965,2014-04-17,96,0,4,April,2014-04,2011-07,2014-04,33
CS2709,2012-02-22,49,0,2,February,2012-02,2011-08,2012-02,6
CS2392,2014-10-16,105,0,10,October,2014-10,2011-06,2014-10,40
CS2559,2013-09-21,98,0,9,September,2013-09,2011-06,2013-09,27
CS1984,2011-06-17,35,0,6,June,2011-06,2011-06,2011-06,0
CS1903,2012-05-28,91,0,5,May,2012-05,2011-05,2012-05,12
CS4230,2011-08-15,65,0,8,August,2011-08,2011-07,2011-08,1
CS4617,2013-01-28,40,0,1,January,2013-01,2011-06,2013-01,19
CS4247,2013-01-20,36,0,1,January,2013-01,2011-06,2013-01,19
CS3417,2012-09-10,105,0,9,September,2012-09,2011-06,2012-09,15
CS3008,2015-01-18,37,0,1,January,2015-01,2011-05,2015-01,44
CS1886,2014-04-16,48,0,4,April,2014-04,2011-09,2014-04,31
CS5695,2014-06-12,70,0,6,June,2014-06,2011-06,2014-06,36
CS1872,2013-04-03,92,0,4,April,2013-04,2011-06,2013-04,22
CS1224,2013-09-17,48,0,9,September,2013-09,2011-08,2013-09,25
CS3614,2014-12-03,88,0,12,December,2014-12,2011-06,2014-12,42
CS2128,2012-03-23,100,0,3,March,2012-03,2011-05,2012-03,10
CS1661,2014-03-23,37,1,3,March,2014-03,2011-06,2014-03,33
CS5167,2014-05-22,102,0,5,May,2014-05,2011-12,2014-05,29
CS3972,2013-05-20,54,0,5,May,2013-05,2011-05,2013-05,24
CS3316,2012-02-12,80,0,2,February,2012-02,2011-06,2012-02,8
CS3013,2014-07-24,104,0,7,July,2014-07,2011-07,2014-07,36
CS5717,2012-02-13,58,1,2,February,2012-02,2011-05,2012-02,9
CS2357,2013-12-31,40,0,12,December,2013-12,2011-07,2013-12,29
CS2423,2012-04-24,67,0,4,April,2012-04,2011-05,2012-04,11
CS6028,2014-03-05,78,0,3,March,2014-03,2011-07,2014-03,32
CS3593,2014-05-20,97,0,5,May,2014-05,2011-09,2014-05,32
CS1745,2015-02-20,80,0,2,February,2015-02,2011-05,2015-02,45
CS3272,2011-07-30,90,0,7,July,2011-07,2011-05,2011-07,2
CS3639,2012-03-10,59,0,3,March,2012-03,2011-05,2012-03,10
CS2901,2011-11-04,51,0,11,November,2011-11,2011-10,2011-11,1
CS4908,2014-04-10,101,0,4,April,2014-04,2011-06,2014-04,34
CS1322,2014-08-26,52,0,8,August,2014-08,2011-08,2014-08,36
CS3561,2014-08-01,63,0,8,August,2014-08,2011-05,2014-08,39
CS5846,2012-03-30,62,0,3,March,2012-03,2011-05,2012-03,10
CS5718,2011-07-01,79,0,7,July,2011-07,2011-06,2011-07,1
CS2578,2014-12-21,57,1,12,December,2014-12,2011-06,2014-12,42
CS4308,2014-11-29,83,0,11,November,2014-11,2011-05,2014-11,42
CS5768,2012-07-23,66,0,7,July,2012-07,2011-11,2012-07,8
CS5244,2011-12-28,57,0,12,December,2011-12,2011-05,2011-12,7
CS4180,2013-06-14,105,0,6,June,2013-06,2011-12,2013-06,18
CS5068,2013-02-07,59,0,2,February,2013-02,2011-06,2013-02,20
CS2515,2014-11-09,68,1,11,November,2014-11,2011-06,2014-11,41
CS4955,2012-08-03,96,0,8,August,2012-08,2011-10,2012-08,10
CS3375,2011-05-22,76,0,5,May,2011-05,2011-05,2011-05,0
CS1695,2011-06-14,70,0,6,June,2011-06,2011-05,2011-06,1
CS4372,2012-11-19,45,0,11,November,2012-11,2011-11,2012-11,12
CS2128,2015-02-01,66,0,2,February,2015-02,2011-05,2015-02,45
CS2796,2011-09-30,78,0,9,September,2011-09,2011-09,2011-09,0
CS1997,2012-03-13,36,0,3,March,2012-03,2011-07,2012-03,8
CS5432,2014-06-16,45,0,6,June,2014-06,2011-08,2014-06,34
CS1858,2013-03-04,65,0,3,March,2013-03,2011-05,2013-03,22
CS2371,2012-08-06,56,0,8,August,2012-08,2011-05,2012-08,15
CS4059,2013-10-03,80,0,10,October,2013-10,2011-07,2013-10,27
CS2503,2014-09-29,40,0,9,September,2014-09,2011-11,2014-09,34
CS1655,2011-07-31,60,0,7,July,2011-07,2011-06,2011-07,1
CS1154,2014-07-19,78,0,7,July,2014-07,2011-08,2014-07,35
CS3222,2015-02-18,102,0,2,February,2015-02,2011-06,2015-02,44
CS1128,2013-07-15,38,0,7,July,2013-07,2011-05,2013-07,26
CS6096,2012-07-20,64,0,7,July,2012-07,2011-05,2012-07,14
CS1300,2013-06-27,80,0,6,June,2013-06,2011-08,2013-06,22
CS4087,2014-02-23,35,0,2,February,2014-02,2011-07,2014-02,31
CS3706,2014-12-15,41,0,12,December,2014-12,2011-06,2014-12,42
CS1465,2014-02-09,71,0,2,February,2014-02,2011-06,2014-02,32
CS3597,2015-01-01,72,1,1,January,2015-01,2011-05,2015-01,44
CS3664,2012-12-08,105,0,12,December,2012-12,2011-05,2012-12,19
CS3141,2012-08-31,72,0,8,August,2012-08,2011-07,2012-08,13
CS2970,2014-05-02,58,0,5,May,2014-05,2011-06,2014-05,35
CS5858,2014-08-26,86,1,8,August,2014-08,2011-06,2014-08,38
CS3519,2015-02-03,83,0,2,February,2015-02,2011-06,2015-02,44
CS3301,2014-04-23,62,0,4,April,2014-04,2011-07,2014-04,33
CS3215,2014-11-19,46,1,11,November,2014-11,2011-06,2014-11,41
CS5439,2013-08-12,59,0,8,August,2013-08,2011-08,2013-08,24
CS4320,2014-10-21,73,1,10,October,2014-10,2011-05,2014-10,41
CS1232,2013-05-22,103,0,5,May,2013-05,2011-06,2013-05,23
CS4529,2014-02-08,67,0,2,February,2014-02,2012-04,2014-02,22
CS3673,2012-03-23,91,0,3,March,2012-03,2011-07,2012-03,8
CS2530,2013-02-21,38,0,2,February,2013-02,2011-06,2013-02,20
CS4984,2011-05-16,56,0,5,May,2011-05,2011-05,2011-05,0
CS1987,2014-10-25,45,0,10,October,2014-10,2011-06,2014-10,40
CS5189,2014-07-17,99,1,7,July,2014-07,2011-08,2014-07,35
CS2768,2013-12-31,64,0,12,December,2013-12,2011-10,2013-12,26
CS2017,2013-06-06,39,0,6,June,2013-06,2011-05,2013-06,25
CS6081,2014-04-24,83,1,4,April,2014-04,2011-08,2014-04,32
CS1549,2013-08-21,55,0,8,August,2013-08,2011-12,2013-08,20
CS3933,2012-10-08,69,0,10,October,2012-10,2011-07,2012-10,15
CS3826,2015-02-07,69,0,2,February,2015-02,2011-10,2015-02,40
CS3533,2015-01-14,91,0,1,January,2015-01,2011-06,2015-01,43
CS4309,2012-08-22,50,0,8,August,2012-08,2012-04,2012-08,4
CS2168,2011-10-17,74,0,10,October,2011-10,2011-08,2011-10,2
CS5202,2013-03-21,100,0,3,March,2013-03,2011-09,2013-03,18
CS3964,2012-03-21,105,0,3,March,2012-03,2011-05,2012-03,10
CS1219,2014-02-28,100,0,2,February,2014-02,2011-11,2014-02,27
CS2595,2015-02-27,55,1,2,February,2015-02,2011-10,2015-02,40
CS5242,2013-02-24,76,0,2,February,2013-02,2011-08,2013-02,18
CS2437,2014-10-04,95,0,10,October,2014-10,2011-08,2014-10,38
CS4748,2014-07-02,85,1,7,July,2014-07,2011-07,2014-07,36
CS4996,2012-10-25,50,0,10,October,2012-10,2011-06,2012-10,16
CS1669,2014-06-09,80,1,6,June,2014-06,2012-10,2014-06,20
CS2836,2014-12-20,56,0,12,December,2014-12,2011-09,2014-12,39
CS6057,2014-06-02,47,0,6,June,2014-06,2011-09,2014-06,33
CS2010,2014-11-27,45,0,11,November,2014-11,2011-07,2014-11,40
CS5537,2012-05-27,44,0,5,May,2012-05,2011-06,2012-05,11
CS5289,2014-04-15,66,0,4,April,2014-04,2011-05,2014-04,35
CS2026,2012-07-11,86,1,7,July,2012-07,2011-06,2012-07,13
CS5922,2013-10-19,94,1,10,October,2013-10,2011-07,2013-10,27
CS1680,2012-05-09,51,0,5,May,2012-05,2011-05,2012-05,12
CS5131,2014-09-16,73,0,9,September,2014-09,2011-06,2014-09,39
CS4708,2014-11-04,62,0,11,November,2014-11,2011-07,2014-11,40
CS5688,2011-07-17,104,0,7,July,2011-07,2011-07,2011-07,0
CS6017,2013-02-06,105,0,2,February,2013-02,2011-06,2013-02,20
CS5684,2014-09-09,103,0,9,September,2014-09,2011-07,2014-09,38
CS5066,2013-08-18,45,0,8,August,2013-08,2011-09,2013-08,23
CS2373,2011-09-10,37,0,9,September,2011-09,2011-05,2011-09,4
CS3109,2011-08-01,59,1,8,August,2011-08,2011-06,2011-08,2
CS4839,2013-02-15,48,1,2,February,2013-02,2011-09,2013-02,17
CS3773,2011-10-21,79,0,10,October,2011-10,2011-05,2011-10,5
CS3865,2012-05-29,103,0,5,May,2012-05,2011-08,2012-05,9
CS5894,2015-01-12,84,0,1,January,2015-01,2011-06,2015-01,43
CS3764,2013-01-22,58,0,1,January,2013-01,2011-07,2013-01,18
CS4123,2013-11-19,71,0,11,November,2013-11,2011-05,2013-11,30
CS1212,2013-04-09,51,0,4,April,2013-04,2011-06,2013-04,22
CS4069,2011-10-23,90,0,10,October,2011-10,2011-06,2011-10,4
CS3020,2011-09-04,64,0,9,September,2011-09,2011-05,2011-09,4
CS3166,2012-11-23,53,0,11,November,2012-11,2011-06,2012-11,17
CS2927,2011-11-19,53,0,11,November,2011-11,2011-06,2011-11,5
CS5164,2014-10-21,72,0,10,October,2014-10,2011-10,2014-10,36
CS1913,2013-09-20,59,0,9,September,2013-09,2011-07,2013-09,26
CS4069,2013-08-22,78,0,8,August,2013-08,2011-06,2013-08,26
CS1977,2013-02-15,81,0,2,February,2013-02,2011-12,2013-02,14
CS5100,2013-05-17,69,0,5,May,2013-05,2011-08,2013-05,21
CS2227,2013-09-19,64,1,9,September,2013-09,2011-06,2013-09,27
CS3131,2012-04-07,65,0,4,April,2012-04,2011-06,2012-04,10
CS4043,2012-01-24,81,0,1,January,2012-01,2011-10,2012-01,3
CS4740,2012-07-13,77,0,7,July,2012-07,2011-09,2012-07,10
CS2611,2012-03-08,53,0,3,March,2012-03,2011-07,2012-03,8
CS2535,2012-03-20,101,0,3,March,2012-03,2011-09,2012-03,6
CS2256,2012-12-16,64,0,12,December,2012-12,2011-07,2012-12,17
CS1351,2014-06-23,42,0,6,June,2014-06,2011-07,2014-06,35
CS2084,2012-07-13,71,0,7,July,2012-07,2011-06,2012-07,13
CS4931,2011-10-13,62,0,10,October,2011-10,2011-05,2011-10,5
CS3825,2013-07-13,59,0,7,July,2013-07,2012-03,2013-07,16
CS2776,2012-02-28,56,0,2,February,2012-02,2011-06,2012-02,8
CS3097,2011-08-23,41,0,8,August,2011-08,2011-08,2011-08,0
CS4749,2012-05-14,57,0,5,May,2012-05,2011-06,2012-05,11
CS2261,2012-04-05,104,0,4,April,2012-04,2011-06,2012-04,10
CS4339,2014-09-08,46,1,9,September,2014-09,2011-11,2014-09,34
CS4732,2014-06-11,95,0,6,June,2014-06,2011-07,2014-06,35
CS5624,2011-07-19,86,0,7,July,2011-07,2011-07,2011-07,0
CS5978,2014-12-18,65,0,12,December,2014-12,2011-07,2014-12,41
CS6076,2013-10-18,42,0,10,October,2013-10,2011-08,2013-10,26
CS2754,2014-08-06,89,0,8,August,2014-08,2011-06,2014-08,38
CS4384,2012-12-08,45,0,12,December,2012-12,2011-06,2012-12,18
CS5437,2014-06-02,37,0,6,June,2014-06,2011-10,2014-06,32
CS4451,2013-08-10,80,1,8,August,2013-08,2011-09,2013-08,23
CS4376,2013-04-30,81,0,4,April,2013-04,2011-05,2013-04,23
CS3041,2014-09-11,39,0,9,September,2014-09,2011-06,2014-09,39
CS2345,2012-01-15,93,0,1,January,2012-01,2011-05,2012-01,8
CS4014,2011-10-18,83,0,10,October,2011-10,2011-07,2011-10,3
CS3610,2012-08-15,75,0,8,August,2012-08,2011-06,2012-08,14
CS5744,2012-08-22,79,1,8,August,2012-08,2011-07,2012-08,13
CS1605,2013-01-21,59,0,1,January,2013-01,2011-07,2013-01,18
CS1741,2012-09-05,60,0,9,September,2012-09,2011-05,2012-09,16
CS2070,2011-06-05,94,0,6,June,2011-06,2011-06,2011-06,0
CS1882,2015-01-19,49,0,1,January,2015-01,2011-08,2015-01,41
CS3004,2011-12-09,97,0,12,December,2011-12,2011-06,2011-12,6
CS4172,2014-02-09,44,0,2,February,2014-02,2011-11,2014-02,27
CS2436,2014-03-11,84,0,3,March,2014-03,2011-07,2014-03,32
CS2969,2015-03-07,85,0,3,March,2015-03,2011-10,2015-03,41
CS4311,2014-09-08,100,1,9,September,2014-09,2011-06,2014-09,39
CS3637,2014-11-27,66,0,11,November,2014-11,2011-06,2014-11,41
CS5613,2014-07-20,70,0,7,July,2014-07,2011-05,2014-07,38
CS3632,2015-03-13,72,0,3,March,2015-03,2011-06,2015-03,45
CS4549,2012-03-16,88,1,3,March,2012-03,2011-09,2012-03,6
CS2725,2013-10-23,40,0,10,October,2013-10,2011-05,2013-10,29
CS2094,2012-02-04,62,0,2,February,2012-02,2011-07,2012-02,7
CS1443,2013-11-16,73,1,11,November,2013-11,2011-06,2013-11,29
CS2742,2013-03-23,47,0,3,March,2013-03,2011-06,2013-03,21
CS2017,2012-06-18,41,0,6,June,2012-06,2011-05,2012-06,13
CS1349,2015-02-28,45,0,2,February,2015-02,2011-09,2015-02,41
CS1399,2012-01-17,104,1,1,January,2012-01,2011-11,2012-01,2
CS5952,2013-10-28,35,0,10,October,2013-10,2011-05,2013-10,29
CS4514,2015-03-07,93,0,3,March,2015-03,2011-08,2015-03,43
CS5443,2014-05-30,100,0,5,May,2014-05,2011-07,2014-05,34
CS2660,2014-07-03,35,0,7,July,2014-07,2011-11,2014-07,32
CS1881,2013-08-28,74,1,8,August,2013-08,2012-01,2013-08,19
CS2625,2014-01-09,78,0,1,January,2014-01,2011-06,2014-01,31
CS1292,2013-09-28,80,0,9,September,2013-09,2011-10,2013-09,23
CS3199,2013-09-12,35,0,9,September,2013-09,2011-06,2013-09,27
CS4072,2013-03-15,58,0,3,March,2013-03,2011-05,2013-03,22
CS4241,2013-04-21,35,0,4,April,2013-04,2011-06,2013-04,22
CS4793,2014-01-25,81,0,1,January,2014-01,2011-06,2014-01,31
CS4756,2011-05-24,79,0,5,May,2011-05,2011-05,2011-05,0
CS3762,2014-06-01,54,0,6,June,2014-06,2011-08,2014-06,34
CS5255,2012-06-05,61,0,6,June,2012-06,2011-05,2012-06,13
CS1658,2012-10-21,78,0,10,October,2012-10,2011-06,2012-10,16
CS3417,2013-05-18,91,0,5,May,2013-05,2011-06,2013-05,23
CS1373,2014-11-28,63,0,11,November,2014-11,2011-07,2014-11,40
CS2110,2012-01-28,38,0,1,January,2012-01,2011-08,2012-01,5
CS5689,2014-06-01,94,0,6,June,2014-06,2011-08,2014-06,34
CS2061,2012-01-13,59,0,1,January,2012-01,2011-06,2012-01,7
CS4734,2012-03-22,72,0,3,March,2012-03,2011-05,2012-03,10
CS2257,2013-08-18,97,0,8,August,2013-08,2011-05,2013-08,27
CS3739,2013-09-24,72,0,9,September,2013-09,2011-06,2013-09,27
CS2957,2013-09-23,55,0,9,September,2013-09,2011-11,2013-09,22
CS2454,2014-01-09,70,0,1,January,2014-01,2011-07,2014-01,30
CS4885,2013-06-09,61,1,6,June,2013-06,2011-05,2013-06,25
CS3027,2012-11-18,62,0,11,November,2012-11,2011-09,2012-11,14
CS2312,2014-05-21,95,0,5,May,2014-05,2011-07,2014-05,34
CS2610,2011-11-01,105,0,11,November,2011-11,2011-07,2011-11,4
CS4984,2013-11-28,94,0,11,November,2013-11,2011-05,2013-11,30
CS5797,2014-07-10,59,1,7,July,2014-07,2011-07,2014-07,36
CS4642,2014-05-17,90,0,5,May,2014-05,2011-06,2014-05,35
CS5545,2013-05-16,89,0,5,May,2013-05,2011-07,2013-05,22
CS3727,2011-09-10,81,0,9,September,2011-09,2011-08,2011-09,1
CS3804,2014-01-17,63,0,1,January,2014-01,2011-05,2014-01,32
CS2777,2012-06-13,56,0,6,June,2012-06,2011-05,2012-06,13
CS4147,2015-02-20,43,0,2,February,2015-02,2011-05,2015-02,45
CS3396,2012-05-24,75,0,5,May,2012-05,2011-07,2012-05,10
CS2182,2012-10-09,89,1,10,October,2012-10,2011-07,2012-10,15
CS5979,2014-12-14,55,0,12,December,2014-12,2011-08,2014-12,40
CS5538,2013-01-16,43,0,1,January,2013-01,2011-07,2013-01,18
CS5687,2012-02-06,83,0,2,February,2012-02,2011-07,2012-02,7
CS1849,2014-05-07,82,0,5,May,2014-05,2011-05,2014-05,36
CS1656,2015-01-21,41,0,1,January,2015-01,2011-12,2015-01,37
CS1262,2011-09-24,68,0,9,September,2011-09,2011-09,2011-09,0
CS3587,2012-01-01,95,0,1,January,2012-01,2011-09,2012-01,4
CS1792,2012-04-23,71,0,4,April,2012-04,2011-07,2012-04,9
CS5997,2012-12-22,50,0,12,December,2012-12,2011-08,2012-12,16
CS4741,2012-04-23,40,0,4,April,2012-04,2011-07,2012-04,9
CS4204,2012-03-21,87,0,3,March,2012-03,2011-05,2012-03,10
CS2015,2011-11-19,100,0,11,November,2011-11,2011-09,2011-11,2
CS1402,2014-08-02,57,0,8,August,2014-08,2011-06,2014-08,38
CS2843,2013-05-17,83,0,5,May,2013-05,2011-07,2013-05,22
CS3163,2013-01-29,55,0,1,January,2013-01,2011-07,2013-01,18
CS2184,2014-06-13,35,0,6,June,2014-06,2011-05,2014-06,37
CS3282,2015-01-19,77,0,1,January,2015-01,2011-05,2015-01,44
CS5602,2012-01-30,100,0,1,January,2012-01,2011-06,2012-01,7
CS5617,2013-07-04,99,0,7,July,2013-07,2011-07,2013-07,24
CS2546,2013-06-16,55,0,6,June,2013-06,2011-09,2013-06,21
CS2779,2014-07-21,68,0,7,July,2014-07,2011-09,2014-07,34
CS4284,2011-06-23,43,0,6,June,2011-06,2011-06,2011-06,0
CS2551,2012-03-13,93,1,3,March,2012-03,2011-06,2012-03,9
CS2710,2012-02-12,49,0,2,February,2012-02,2011-07,2012-02,7
CS4230,2014-11-21,101,0,11,November,2014-11,2011-07,2014-11,40
CS1868,2013-03-31,43,0,3,March,2013-03,2011-05,2013-03,22
CS3980,2012-01-19,95,0,1,January,2012-01,2011-06,2012-01,7
CS5185,2012-03-27,91,0,3,March,2012-03,2011-05,2012-03,10
CS5005,2011-08-12,62,0,8,August,2011-08,2011-07,2011-08,1
CS2993,2012-02-14,83,0,2,February,2012-02,2011-07,2012-02,7
CS2027,2012-01-30,49,0,1,January,2012-01,2011-08,2012-01,5
CS2884,2013-02-17,87,0,2,February,2013-02,2011-10,2013-02,16
CS3882,2012-07-18,104,0,7,July,2012-07,2011-08,2012-07,11
CS2954,2012-05-13,87,0,5,May,2012-05,2011-07,2012-05,10
CS4725,2014-08-13,41,0,8,August,2014-08,2012-05,2014-08,27
CS2345,2011-05-23,84,0,5,May,2011-05,2011-05,2011-05,0
CS3156,2014-11-07,57,0,11,November,2014-11,2011-06,2014-11,41
CS3360,2012-10-20,87,0,10,October,2012-10,2011-06,2012-10,16
CS3928,2012-08-07,53,0,8,August,2012-08,2011-09,2012-08,11
CS4928,2013-08-17,51,0,8,August,2013-08,2011-08,2013-08,24
CS3214,2013-07-15,44,0,7,July,2013-07,2011-06,2013-07,25
CS4364,2013-07-20,59,0,7,July,2013-07,2012-01,2013-07,18
CS1807,2013-07-02,36,0,7,July,2013-07,2011-10,2013-07,21
CS3448,2013-12-17,67,0,12,December,2013-12,2011-05,2013-12,31
CS2437,2014-07-30,87,0,7,July,2014-07,2011-08,2014-07,35
CS3018,2011-08-22,45,0,8,August,2011-08,2011-05,2011-08,3
CS2664,2014-12-16,97,0,12,December,2014-12,2011-06,2014-12,42
CS5831,2011-09-06,56,0,9,September,2011-09,2011-09,2011-09,0
CS1807,2013-09-21,76,0,9,September,2013-09,2011-10,2013-09,23
CS3335,2011-05-20,55,0,5,May,2011-05,2011-05,2011-05,0
CS3151,2013-05-22,89,0,5,May,2013-05,2011-07,2013-05,22
CS2170,2014-11-13,89,0,11,November,2014-11,2011-07,2014-11,40
CS2207,2013-02-28,68,0,2,February,2013-02,2011-07,2013-02,19
CS3630,2013-07-22,93,0,7,July,2013-07,2011-05,2013-07,26
CS4847,2013-11-08,63,0,11,November,2013-11,2011-07,2013-11,28
CS1983,2014-01-14,86,0,1,January,2014-01,2012-02,2014-01,23
CS1803,2014-11-09,74,1,11,November,2014-11,2011-06,2014-11,41
CS3608,2014-10-17,93,1,10,October,2014-10,2011-06,2014-10,40
CS6064,2011-10-11,101,0,10,October,2011-10,2011-06,2011-10,4
CS3398,2012-04-28,40,1,4,April,2012-04,2011-10,2012-04,6
CS4645,2012-12-07,95,0,12,December,2012-12,2011-08,2012-12,16
CS3571,2014-12-22,77,0,12,December,2014-12,2011-07,2014-12,41
CS1403,2015-02-01,82,1,2,February,2015-02,2011-11,2015-02,39
CS2742,2011-06-25,64,0,6,June,2011-06,2011-06,2011-06,0
CS2845,2013-04-23,52,0,4,April,2013-04,2011-05,2013-04,23
CS1679,2013-09-28,103,0,9,September,2013-09,2011-05,2013-09,28
CS4155,2012-03-08,87,0,3,March,2012-03,2011-08,2012-03,7
CS4497,2011-08-24,89,0,8,August,2011-08,2011-07,2011-08,1
CS3713,2014-11-09,58,0,11,November,2014-11,2011-05,2014-11,42
CS1183,2013-11-20,90,0,11,November,2013-11,2011-06,2013-11,29
CS4243,2014-04-04,89,0,4,April,2014-04,2011-07,2014-04,33
CS2209,2014-08-01,38,0,8,August,2014-08,2012-03,2014-08,29
CS2297,2013-01-26,76,0,1,January,2013-01,2011-05,2013-01,20
CS3411,2012-01-10,82,0,1,January,2012-01,2011-08,2012-01,5
CS1284,2012-08-08,86,0,8,August,2012-08,2011-08,2012-08,12
CS2792,2011-10-14,87,0,10,October,2011-10,2011-06,2011-10,4
CS4620,2012-10-20,64,0,10,October,2012-10,2011-07,2012-10,15
CS5632,2012-01-24,42,0,1,January,2012-01,2011-07,2012-01,6
CS2671,2014-04-12,85,0,4,April,2014-04,2011-07,2014-04,33
CS4752,2014-01-16,63,0,1,January,2014-01,2011-07,2014-01,30
CS4939,2014-01-28,98,1,1,January,2014-01,2011-08,2014-01,29
CS3812,2011-12-19,65,1,12,December,2011-12,2011-10,2011-12,2
CS1992,2011-09-11,61,1,9,September,2011-09,2011-08,2011-09,1
CS1517,2014-03-07,79,0,3,March,2014-03,2011-06,2014-03,33
CS4255,2014-12-06,45,0,12,December,2014-12,2011-12,2014-12,36
CS4734,2013-12-18,51,0,12,December,2013-12,2011-05,2013-12,31
CS1260,2013-12-11,91,0,12,December,2013-12,2011-06,2013-12,30
CS4702,2011-10-05,88,1,10,October,2011-10,2011-05,2011-10,5
CS5939,2012-05-14,67,0,5,May,2012-05,2011-06,2012-05,11
CS2473,2012-12-12,96,0,12,December,2012-12,2011-06,2012-12,18
CS1262,2014-02-18,45,0,2,February,2014-02,2011-09,2014-02,29
CS5423,2012-12-02,56,0,12,December,2012-12,2012-03,2012-12,9
CS2913,2012-10-29,44,1,10,October,2012-10,2011-06,2012-10,16
CS2228,2012-04-17,55,0,4,April,2012-04,2011-08,2012-04,8
CS2191,2014-05-24,54,0,5,May,2014-05,2011-08,2014-05,33
CS2576,2013-05-14,90,0,5,May,2013-05,2012-03,2013-05,14
CS5624,2014-06-11,91,0,6,June,2014-06,2011-07,2014-06,35
CS3968,2014-11-22,54,0,11,November,2014-11,2011-05,2014-11,42
CS3468,2012-09-26,61,1,9,September,2012-09,2011-07,2012-09,14
CS4760,2012-03-11,80,0,3,March,2012-03,2011-05,2012-03,10
CS4072,2013-10-02,82,0,10,October,2013-10,2011-05,2013-10,29
CS5240,2012-08-24,40,1,8,August,2012-08,2011-11,2012-08,9
CS2808,2014-07-18,64,1,7,July,2014-07,2011-07,2014-07,36
CS5542,2013-04-20,71,0,4,April,2013-04,2011-08,2013-04,20
CS2438,2013-04-11,65,1,4,April,2013-04,2011-06,2013-04,22
CS1768,2013-06-15,42,1,6,June,2013-06,2011-05,2013-06,25
CS2665,2011-07-07,40,0,7,July,2011-07,2011-06,2011-07,1
CS1284,2013-04-14,63,0,4,April,2013-04,2011-08,2013-04,20
CS2173,2011-08-22,53,0,8,August,2011-08,2011-05,2011-08,3
CS4394,2014-11-11,82,0,11,November,2014-11,2011-10,2014-11,37
CS3053,2012-08-07,85,0,8,August,2012-08,2011-10,2012-08,10
CS2721,2015-02-20,91,0,2,February,2015-02,2011-05,2015-02,45
CS2366,2011-11-29,58,0,11,November,2011-11,2011-06,2011-11,5
CS2252,2013-10-24,45,0,10,October,2013-10,2011-06,2013-10,28
CS1805,2015-02-20,93,1,2,February,2015-02,2011-07,2015-02,43
CS3105,2014-05-29,45,1,5,May,2014-05,2011-07,2014-05,34
CS3551,2015-03-15,46,0,3,March,2015-03,2011-07,2015-03,44
CS2670,2013-06-14,83,0,6,June,2013-06,2011-10,2013-06,20
CS4761,2012-07-20,78,0,7,July,2012-07,2011-06,2012-07,13
CS2300,2011-10-14,62,0,10,October,2011-10,2011-10,2011-10,0
CS5332,2014-07-30,48,1,7,July,2014-07,2011-05,2014-07,38
CS5405,2014-01-02,42,0,1,January,2014-01,2011-05,2014-01,32
CS5249,2013-01-04,96,0,1,January,2013-01,2011-10,2013-01,15
CS4612,2011-10-03,73,0,10,October,2011-10,2011-06,2011-10,4
CS2856,2013-12-07,55,0,12,December,2013-12,2011-05,2013-12,31
CS4798,2012-11-14,96,1,11,November,2012-11,2011-07,2012-11,16
CS4232,2011-06-07,96,1,6,June,2011-06,2011-06,2011-06,0
CS3996,2013-07-27,91,0,7,July,2013-07,2011-07,2013-07,24
CS2363,2013-04-08,80,0,4,April,2013-04,2011-05,2013-04,23
CS4448,2014-05-04,44,0,5,May,2014-05,2011-05,2014-05,36
CS5100,2012-01-06,93,0,1,January,2012-01,2011-08,2012-01,5
CS3648,2012-11-23,48,0,11,November,2012-11,2011-10,2012-11,13
CS4924,2013-05-20,77,1,5,May,2013-05,2011-06,2013-05,23
CS4513,2012-04-10,57,0,4,April,2012-04,2011-08,2012-04,8
CS4954,2012-08-29,41,0,8,August,2012-08,2011-07,2012-08,13
CS3005,2011-08-03,103,1,8,August,2011-08,2011-05,2011-08,3
CS6088,2014-12-14,55,0,12,December,2014-12,2011-08,2014-12,40
CS3449,2014-11-19,54,0,11,November,2014-11,2011-05,2014-11,42
CS1932,2013-03-29,35,0,3,March,2013-03,2011-08,2013-03,19
CS3478,2012-06-06,41,0,6,June,2012-06,2011-07,2012-06,11
CS5652,2012-03-03,96,0,3,March,2012-03,2011-06,2012-03,9
